original_expert_id,model,layer,IC,EP,total_tokens_routed,unique_tokens_routed,vocab_entropy,top50_mass_pct
135,StdMoE-B,2,0.1539,0.2958,2475,841,6.096,14.3
119,StdMoE-B,2,0.1197,0.3808,2635,595,5.609,20.1
108,StdMoE-B,2,0.1499,0.3996,3676,417,4.199,14.6
42,StdMoE-B,2,0.0989,0.3524,2557,979,6.376,14.9
105,StdMoE-B,2,0.1159,0.3149,1108,36,0.927,97.7
186,StdMoE-B,2,0.2586,0.4325,2813,961,6.287,12.5
82,StdMoE-B,2,0.4272,0.3327,2606,74,2.219,97.7
187,StdMoE-B,2,0.1226,0.4209,1732,94,3.395,96.5
240,StdMoE-B,2,0.2463,0.4416,3228,856,6.087,12.5
6,StdMoE-B,2,0.1443,0.4137,1760,33,0.562,98.6
245,StdMoE-B,2,0.1226,0.3097,1060,36,1.395,97.9
93,StdMoE-B,2,0.1121,0.3737,2909,48,2.086,99.0
140,StdMoE-B,2,0.3079,0.2886,2742,35,1.180,99.0
54,StdMoE-B,2,0.2839,0.3648,52747,30,0.114,100.0
222,StdMoE-B,2,0.1259,0.3741,3102,620,5.833,14.3
156,StdMoE-B,2,0.1125,0.3899,1094,53,0.677,95.2
208,StdMoE-B,2,0.1805,0.4018,2132,19,0.330,99.6
149,StdMoE-B,2,0.1034,0.4040,1303,25,1.003,99.1
13,StdMoE-B,2,0.2744,0.2920,2578,61,1.526,98.2
61,StdMoE-B,2,0.1291,0.3982,2044,162,3.906,67.3
223,StdMoE-B,2,0.2477,0.3131,2385,641,5.811,15.7
58,StdMoE-B,2,0.2987,0.2392,2472,300,4.818,19.3
141,StdMoE-B,2,0.1446,0.4205,2244,14,0.332,99.6
21,StdMoE-B,2,0.4953,0.2659,2979,13,0.669,99.5
90,StdMoE-B,2,0.1444,0.4039,1791,214,3.456,79.8
47,StdMoE-B,2,0.0756,0.3646,2371,123,2.884,96.5
193,StdMoE-B,2,0.1949,0.3929,1660,483,5.437,24.5
106,StdMoE-B,2,0.0690,0.3428,1107,34,1.304,98.6
183,StdMoE-B,2,0.5538,0.2083,2675,23,0.480,99.3
199,StdMoE-B,2,0.2695,0.3032,3165,626,5.581,13.4
165,StdMoE-B,2,0.1005,0.3395,2311,757,6.072,16.3
107,StdMoE-B,2,0.3936,0.3859,3127,56,0.672,98.3
155,StdMoE-B,2,0.2066,0.3355,1881,423,5.360,24.9
201,StdMoE-B,2,0.1212,0.3815,2955,25,0.416,99.6
164,StdMoE-B,2,0.1679,0.4100,2495,394,4.330,16.5
204,StdMoE-B,2,0.2122,0.3584,3703,707,5.392,26.3
104,StdMoE-B,2,0.0692,0.3082,2900,118,1.995,93.8
0,StdMoE-B,2,0.2415,0.3887,1344,263,4.428,64.1
224,StdMoE-B,2,0.0996,0.4132,1780,96,3.212,95.8
197,StdMoE-B,2,0.1946,0.3940,4547,316,3.048,22.5
41,StdMoE-B,2,0.2716,0.2567,2164,1105,6.648,8.8
175,StdMoE-B,2,0.1409,0.3047,3250,809,5.974,12.0
14,StdMoE-B,2,0.3267,0.4277,2278,925,6.157,25.1
237,StdMoE-B,2,0.0940,0.3686,2158,923,6.412,11.7
101,StdMoE-B,2,0.2080,0.4621,4532,794,5.761,5.8
76,StdMoE-B,2,0.0731,0.3175,2208,689,5.884,11.1
188,StdMoE-B,2,0.3246,0.3388,1434,87,2.809,95.5
163,StdMoE-B,2,0.3519,0.2800,1668,757,6.266,13.2
115,StdMoE-B,2,0.0666,0.3379,1958,191,3.795,62.4
118,StdMoE-B,2,0.1172,0.3950,3265,21,0.288,99.6
100,StdMoE-B,2,0.0678,0.3508,2986,279,3.679,59.0
52,StdMoE-B,2,0.1015,0.3684,2085,473,5.342,33.4
34,StdMoE-B,2,0.1255,0.3208,1709,266,4.657,57.1
232,StdMoE-B,2,0.2257,0.4042,3142,1190,6.625,8.6
180,StdMoE-B,2,0.4296,0.2459,1788,199,3.713,63.1
125,StdMoE-B,2,0.0498,0.3275,2467,92,2.280,97.4
254,StdMoE-B,2,0.4782,0.2923,1662,30,0.463,98.3
243,StdMoE-B,2,0.1491,0.3079,1076,532,5.884,27.6
89,StdMoE-B,2,0.1759,0.3553,2911,1163,6.528,10.3
4,StdMoE-B,2,0.1323,0.3117,3074,983,6.225,11.7
166,StdMoE-B,2,0.1507,0.3957,2308,676,5.909,9.9
46,StdMoE-B,2,0.2148,0.4287,997,63,1.767,94.2
64,StdMoE-B,2,0.1580,0.3241,2614,986,6.329,10.9
68,StdMoE-B,2,0.1474,0.4289,4525,506,4.219,10.4
95,StdMoE-B,2,0.4095,0.3303,1310,488,5.616,32.4
251,StdMoE-B,2,0.2406,0.3376,3228,54,1.249,98.8
216,StdMoE-B,2,0.2987,0.4173,2937,1162,6.522,10.6
206,StdMoE-B,2,0.1672,0.4244,2901,245,3.052,75.4
73,StdMoE-B,2,0.2352,0.4364,2113,879,6.181,17.7
35,StdMoE-B,2,0.0611,0.3406,865,27,1.086,98.6
10,StdMoE-B,2,0.4418,0.2365,4091,18,0.533,99.6
109,StdMoE-B,2,0.2106,0.4160,2352,941,6.310,18.2
44,StdMoE-B,2,0.2475,0.3642,4602,311,4.101,60.4
226,StdMoE-B,2,0.4646,0.2794,2765,15,0.185,99.7
159,StdMoE-B,2,0.2040,0.3788,1764,76,2.585,96.9
56,StdMoE-B,2,0.2573,0.2909,3491,263,3.702,53.2
117,StdMoE-B,2,0.6458,0.5731,1778,403,5.261,35.4
113,StdMoE-B,2,0.3703,0.3061,1297,625,6.077,19.3
129,StdMoE-B,2,0.3388,0.2890,3408,19,0.390,99.5
114,StdMoE-B,2,0.2636,0.4379,3910,338,3.296,76.4
127,StdMoE-B,2,0.3020,0.4377,2541,1133,6.568,11.0
32,StdMoE-B,2,0.3098,0.3773,868,63,2.270,95.2
170,StdMoE-B,2,0.1217,0.4008,2513,194,3.721,58.7
190,StdMoE-B,2,0.2373,0.3114,1807,137,3.035,90.5
153,StdMoE-B,2,0.2332,0.3996,2296,298,4.426,53.0
112,StdMoE-B,2,0.2058,0.2788,3335,46,1.862,99.1
252,StdMoE-B,2,0.2829,0.4415,3592,1032,6.194,14.3
128,StdMoE-B,2,0.2558,0.3658,1512,122,2.883,93.4
132,StdMoE-B,2,0.2383,0.3991,3194,937,6.057,10.9
51,StdMoE-B,2,0.2584,0.3089,2855,1104,6.451,14.8
178,StdMoE-B,2,0.5382,0.2050,1303,588,5.883,25.5
62,StdMoE-B,2,0.1097,0.3075,2105,81,2.793,97.4
147,StdMoE-B,2,0.0985,0.3581,2320,838,6.190,10.3
217,StdMoE-B,2,0.0733,0.3768,1855,21,0.354,99.3
124,StdMoE-B,2,0.1726,0.5163,1950,917,6.271,21.9
185,StdMoE-B,2,0.1187,0.4062,981,17,0.693,99.1
143,StdMoE-B,2,0.2021,0.3710,1420,39,1.190,98.0
67,StdMoE-B,2,0.3279,0.4614,2350,848,6.236,9.6
228,StdMoE-B,2,0.3558,0.2850,1020,119,3.115,89.3
227,StdMoE-B,2,0.2947,0.3570,2750,119,2.533,97.0
152,StdMoE-B,2,0.2511,0.4731,3531,1288,6.579,8.4
49,StdMoE-B,2,0.1354,0.3167,3299,959,6.214,9.0
134,StdMoE-B,2,0.3702,0.2909,3496,36,1.136,99.5
146,StdMoE-B,2,0.3012,0.4311,2256,939,6.297,17.2
70,StdMoE-B,2,0.1138,0.3251,3594,241,3.267,80.7
192,StdMoE-B,2,0.3244,0.3605,1437,56,1.625,97.4
242,StdMoE-B,2,0.0592,0.3584,2345,589,5.656,20.0
19,StdMoE-B,2,0.0998,0.4029,1741,50,1.522,98.2
213,StdMoE-B,2,0.2971,0.4330,3084,736,5.441,17.1
16,StdMoE-B,2,0.4781,0.2441,4785,881,5.654,21.9
75,StdMoE-B,2,0.2427,0.2923,2579,336,3.247,69.7
1,StdMoE-B,2,0.2225,0.3918,3101,933,6.116,11.0
249,StdMoE-B,2,0.1973,0.3895,2114,123,3.078,94.3
36,StdMoE-B,2,0.3505,0.3082,2929,760,5.895,12.9
31,StdMoE-B,2,0.2054,0.3935,3775,745,5.809,17.6
203,StdMoE-B,2,0.1283,0.4078,3044,1205,6.629,8.5
229,StdMoE-B,2,0.1975,0.3814,2686,609,5.062,38.2
110,StdMoE-B,2,0.3272,0.4003,2245,47,1.327,98.3
15,StdMoE-B,2,0.2876,0.4474,2988,1363,6.877,7.2
168,StdMoE-B,2,0.2796,0.3453,3113,1019,6.362,13.2
173,StdMoE-B,2,0.2265,0.4040,3436,1294,6.611,9.6
87,StdMoE-B,2,0.1176,0.3604,2782,22,0.591,99.6
92,StdMoE-B,2,0.0680,0.3198,2791,1040,6.221,14.0
218,StdMoE-B,2,0.0793,0.3602,2079,777,6.127,15.2
230,StdMoE-B,2,0.3501,0.4449,2847,836,6.026,15.1
50,StdMoE-B,2,0.4909,0.2475,2422,24,0.220,99.1
144,StdMoE-B,2,0.2230,0.3111,1342,90,2.351,95.1
225,StdMoE-B,2,0.1190,0.3847,3509,36,1.148,99.4
221,StdMoE-B,2,0.1441,0.3774,1437,154,3.797,78.8
139,StdMoE-B,2,0.1140,0.3308,2378,698,5.854,13.8
142,StdMoE-B,2,0.3251,0.4047,5606,82,1.087,98.7
154,StdMoE-B,2,0.2522,0.4011,1992,673,5.553,36.4
148,StdMoE-B,2,0.3635,0.3965,3811,22,0.675,99.6
3,StdMoE-B,2,0.0986,0.3185,2771,1238,6.675,8.5
244,StdMoE-B,2,0.1221,0.4068,996,33,0.842,97.2
241,StdMoE-B,2,0.4591,0.2614,1529,29,1.873,98.8
219,StdMoE-B,2,0.2565,0.3115,2177,529,5.330,36.8
71,StdMoE-B,2,0.3586,0.4759,1382,682,6.018,28.7
195,StdMoE-B,2,0.1639,0.3896,2127,503,5.229,36.7
157,StdMoE-B,2,0.1997,0.3828,2346,550,5.407,24.6
207,StdMoE-B,2,0.1574,0.3938,1986,43,0.423,98.0
238,StdMoE-B,2,0.3632,0.2736,1421,36,1.971,98.2
123,StdMoE-B,2,0.2563,0.3925,3091,103,3.022,94.1
59,StdMoE-B,2,0.3037,0.4354,3627,1159,6.371,10.5
38,StdMoE-B,2,0.1014,0.3574,3067,927,6.189,7.3
253,StdMoE-B,2,0.4022,0.2669,3934,16,0.240,99.7
231,StdMoE-B,2,0.1105,0.3702,2989,1163,6.407,9.2
116,StdMoE-B,2,0.2115,0.3567,2541,275,4.422,62.7
161,StdMoE-B,2,0.1744,0.4528,2775,83,2.556,98.2
120,StdMoE-B,2,0.1900,0.4162,2736,83,1.418,97.6
94,StdMoE-B,2,0.3255,0.4713,3832,1351,6.600,6.2
84,StdMoE-B,2,0.1590,0.3173,2341,431,5.150,12.9
167,StdMoE-B,2,0.2149,0.3387,2310,1091,6.591,9.1
234,StdMoE-B,2,0.2686,0.3205,2377,918,6.317,9.4
182,StdMoE-B,2,0.2848,0.4489,3137,992,6.076,8.0
189,StdMoE-B,2,0.1684,0.3148,1530,558,5.682,18.3
9,StdMoE-B,2,0.1340,0.3261,1622,438,5.169,39.6
181,StdMoE-B,2,0.2431,0.3480,1322,125,2.554,92.0
111,StdMoE-B,2,0.1029,0.3591,2955,635,5.471,20.3
174,StdMoE-B,2,0.1810,0.3687,1902,76,2.730,97.9
172,StdMoE-B,2,0.1708,0.2985,2442,76,1.881,97.6
11,StdMoE-B,2,0.1468,0.3818,1215,89,2.091,94.5
12,StdMoE-B,2,0.2805,0.4474,4177,1191,6.441,6.8
63,StdMoE-B,2,0.1620,0.3971,2719,13,0.360,99.8
191,StdMoE-B,2,0.1569,0.4377,3045,169,2.921,91.4
66,StdMoE-B,2,0.1655,0.2779,2457,1236,6.771,10.1
33,StdMoE-B,2,0.3791,0.5001,3187,117,2.119,97.1
202,StdMoE-B,2,0.2564,0.4206,2977,1047,6.447,15.3
48,StdMoE-B,2,0.1347,0.3496,3642,857,5.918,7.5
121,StdMoE-B,2,0.2008,0.2878,1329,389,5.329,21.4
122,StdMoE-B,2,0.1196,0.3761,3090,180,2.799,72.0
214,StdMoE-B,2,0.1240,0.3611,1673,534,5.753,21.2
98,StdMoE-B,2,0.2909,0.4475,2810,1391,6.742,8.9
88,StdMoE-B,2,0.1817,0.4268,3590,109,2.120,97.8
8,StdMoE-B,2,0.2474,0.2926,3196,42,1.804,99.2
246,StdMoE-B,2,0.3128,0.2679,2734,1068,6.472,13.0
160,StdMoE-B,2,0.3877,0.2894,2016,760,6.130,11.5
27,StdMoE-B,2,0.4694,0.2539,1888,878,6.382,12.8
80,StdMoE-B,2,0.2264,0.4234,2296,460,3.684,13.3
69,StdMoE-B,2,0.2418,0.3179,4395,293,3.942,24.2
24,StdMoE-B,2,0.2430,0.2808,2249,947,6.355,11.5
150,StdMoE-B,2,0.2929,0.4202,3363,1011,6.336,9.2
17,StdMoE-B,2,0.0632,0.3562,2243,121,3.378,79.5
130,StdMoE-B,2,0.3709,0.4656,1995,918,6.407,14.9
28,StdMoE-B,2,0.2251,0.4070,4955,121,2.761,92.5
239,StdMoE-B,2,0.0733,0.3616,2473,776,6.015,23.5
158,StdMoE-B,2,0.3228,0.3969,2764,189,2.011,93.1
72,StdMoE-B,2,0.1154,0.3797,962,27,1.377,98.4
215,StdMoE-B,2,0.1677,0.3755,1956,16,0.447,99.4
86,StdMoE-B,2,0.1278,0.3683,3411,1233,6.558,10.9
18,StdMoE-B,2,0.2250,0.4169,2523,938,6.347,10.8
91,StdMoE-B,2,0.1782,0.3163,1130,266,4.864,51.0
83,StdMoE-B,2,0.1357,0.3994,2984,123,1.742,96.8
171,StdMoE-B,2,0.3018,0.0000,2626,282,4.494,66.8
236,StdMoE-B,2,0.1533,0.3716,2571,763,5.882,16.7
196,StdMoE-B,2,0.3451,0.3939,57887,299,0.322,96.7
103,StdMoE-B,2,0.2216,0.3913,3446,189,3.584,71.2
151,StdMoE-B,2,0.2012,0.4045,3378,986,6.219,11.4
96,StdMoE-B,2,0.1406,0.3986,3252,44,1.308,99.1
162,StdMoE-B,2,0.2570,0.4091,2664,985,6.401,14.4
177,StdMoE-B,2,0.1083,0.3008,2127,159,2.144,90.2
77,StdMoE-B,2,0.3076,0.3449,1691,766,6.223,19.4
176,StdMoE-B,2,0.3213,0.4418,2003,988,6.438,13.5
131,StdMoE-B,2,0.1956,0.4053,1313,403,5.419,26.3
198,StdMoE-B,2,0.1803,0.4176,2615,12,0.169,99.6
40,StdMoE-B,2,0.2818,0.4393,3393,1159,6.482,9.6
25,StdMoE-B,2,0.1431,0.3126,1578,477,5.600,21.2
2,StdMoE-B,2,0.1109,0.3545,2954,113,1.773,96.7
145,StdMoE-B,2,0.1537,0.4376,3362,883,5.835,10.9
250,StdMoE-B,2,0.3713,0.2654,1320,26,0.962,98.7
247,StdMoE-B,2,0.3921,0.5200,1916,190,3.941,66.1
7,StdMoE-B,2,0.0795,0.3450,3528,844,5.967,11.6
74,StdMoE-B,2,0.3012,0.4818,2976,712,5.620,8.9
57,StdMoE-B,2,0.1663,0.4181,3165,90,2.531,98.1
97,StdMoE-B,2,0.0876,0.3413,3450,624,5.574,25.1
45,StdMoE-B,2,0.2727,0.4288,2323,673,5.682,25.8
29,StdMoE-B,2,0.3117,0.4453,3041,1247,6.675,7.6
220,StdMoE-B,2,0.2162,0.0000,2561,219,4.161,69.5
179,StdMoE-B,2,0.3493,0.3749,12418,83,0.825,99.4
138,StdMoE-B,2,0.0874,0.3249,2785,50,2.468,98.9
133,StdMoE-B,2,0.3048,0.3158,3323,186,3.591,63.2
209,StdMoE-B,2,0.2144,0.3810,2085,395,5.089,45.5
