original_expert_id,model,layer,IC,EP,total_tokens_routed,unique_tokens_routed,vocab_entropy,top50_mass_pct
229,StdMoE-B,0,0.2799,0.3021,1737,644,5.973,21.5
184,StdMoE-B,0,0.5652,0.2187,1496,752,6.275,14.2
214,StdMoE-B,0,0.7537,0.2052,9,3,0.684,77.8
75,StdMoE-B,0,0.0864,0.3388,940,77,3.235,94.9
22,StdMoE-B,0,0.1100,0.3440,104,10,0.792,89.4
202,StdMoE-B,0,0.7384,0.2303,8,8,2.079,100.0
190,StdMoE-B,0,0.3571,0.3468,6513,1459,6.601,6.0
16,StdMoE-B,0,0.0488,0.3044,268,35,2.259,88.4
67,StdMoE-B,0,0.0862,0.3251,5827,51,0.632,99.1
63,StdMoE-B,0,0.7093,0.2090,2,2,0.693,100.0
86,StdMoE-B,0,0.0972,0.3180,650,34,1.829,95.8
254,StdMoE-B,0,0.1857,0.3631,47,9,1.652,87.2
205,StdMoE-B,0,0.1324,0.3865,1305,14,0.258,99.2
81,StdMoE-B,0,0.1165,0.4633,959,17,1.026,98.6
80,StdMoE-B,0,0.1663,0.2959,152,22,2.347,90.1
13,StdMoE-B,0,0.3698,0.3342,496,26,1.789,96.8
233,StdMoE-B,0,0.0966,0.2760,264,10,0.455,97.3
87,StdMoE-B,0,0.7384,0.2230,17,13,2.507,100.0
28,StdMoE-B,0,0.1430,0.3665,6602,420,5.050,32.3
240,StdMoE-B,0,0.7125,0.2342,3,2,0.637,100.0
91,StdMoE-B,0,0.1295,0.3446,219,29,1.463,88.1
147,StdMoE-B,0,0.3174,0.4286,6558,22,1.998,99.9
137,StdMoE-B,0,0.1355,0.3351,6031,460,5.113,23.0
131,StdMoE-B,0,0.2461,0.3358,3336,548,5.399,12.4
164,StdMoE-B,0,0.1266,0.3854,185,11,0.456,94.1
43,StdMoE-B,0,0.1310,0.2801,50,9,1.519,88.0
173,StdMoE-B,0,0.4366,0.2872,613,178,4.548,64.9
222,StdMoE-B,0,0.2236,0.3962,714,18,0.314,97.3
116,StdMoE-B,0,0.7395,0.2580,20,16,2.649,20.0
102,StdMoE-B,0,0.0519,0.3399,441,9,0.481,99.1
115,StdMoE-B,0,0.2400,0.3034,426,99,3.761,79.6
4,StdMoE-B,0,0.3073,0.3986,5282,67,2.594,99.4
54,StdMoE-B,0,0.5232,0.3868,1624,153,3.294,89.3
194,StdMoE-B,0,0.2265,0.4670,738,4,0.072,99.7
159,StdMoE-B,0,0.0404,0.3453,195,27,2.217,88.2
5,StdMoE-B,0,0.1908,0.3281,186,15,1.701,94.6
11,StdMoE-B,0,0.2040,0.3978,12939,47,2.319,99.9
68,StdMoE-B,0,0.6912,0.2129,2,2,0.693,100.0
237,StdMoE-B,0,0.2916,0.3418,2370,385,5.163,36.3
31,StdMoE-B,0,0.0936,0.3276,1260,43,0.716,96.7
219,StdMoE-B,0,0.5024,0.2358,57,30,3.017,47.4
47,StdMoE-B,0,0.1388,0.3690,786,15,0.614,98.6
97,StdMoE-B,0,0.0709,0.3876,292,25,1.589,93.2
2,StdMoE-B,0,0.2780,0.4542,11530,13,0.800,99.9
188,StdMoE-B,0,0.2305,0.3057,204,59,3.397,74.0
160,StdMoE-B,0,0.2057,0.3303,4220,785,5.782,18.0
168,StdMoE-B,0,0.3513,0.3355,5859,495,4.623,11.8
135,StdMoE-B,0,0.7456,0.2121,4,4,1.386,100.0
200,StdMoE-B,0,0.6942,0.2252,13,8,1.738,46.2
107,StdMoE-B,0,0.1805,0.3789,217,9,0.765,99.1
48,StdMoE-B,0,0.3493,0.4564,11869,11,1.375,100.0
124,StdMoE-B,0,0.5376,0.2180,12071,4467,7.892,2.5
245,StdMoE-B,0,0.3199,0.4303,5969,17,1.085,99.9
79,StdMoE-B,0,0.7199,0.2342,19930,7018,8.253,2.4
207,StdMoE-B,0,0.3562,0.2790,4769,1111,6.224,9.0
83,StdMoE-B,0,0.1593,0.4471,8717,23,0.080,99.8
39,StdMoE-B,0,0.0459,0.3302,38,4,0.363,92.1
123,StdMoE-B,0,0.1356,0.3261,7365,875,5.791,11.0
14,StdMoE-B,0,0.2830,0.4026,1110,121,3.490,89.7
201,StdMoE-B,0,0.1957,0.2945,4053,214,3.351,75.4
241,StdMoE-B,0,0.0722,0.2995,70,16,2.047,85.7
66,StdMoE-B,0,0.3176,0.3545,1878,469,5.475,26.1
34,StdMoE-B,0,0.2549,0.3414,281,45,2.627,86.5
0,StdMoE-B,0,0.1929,0.3896,1714,17,0.352,99.0
152,StdMoE-B,0,0.2869,0.3975,4471,16,1.030,99.8
122,StdMoE-B,0,0.3854,0.3291,6082,1000,6.114,13.7
216,StdMoE-B,0,0.1291,0.3348,553,13,0.453,98.6
38,StdMoE-B,0,0.4386,0.2658,1599,527,5.729,18.9
106,StdMoE-B,0,0.1939,0.4375,12916,64,2.919,99.6
217,StdMoE-B,0,0.2378,0.3456,2998,988,6.269,16.4
84,StdMoE-B,0,0.3075,0.3329,49,14,1.740,71.4
101,StdMoE-B,0,0.2932,0.2980,4098,814,5.998,12.5
35,StdMoE-B,0,0.2334,0.2796,422,115,3.860,76.1
128,StdMoE-B,0,0.0746,0.3409,251,24,2.137,93.6
148,StdMoE-B,0,0.0525,0.3254,298,33,1.181,89.6
108,StdMoE-B,0,0.1451,0.3750,52,18,2.142,57.7
125,StdMoE-B,0,0.0643,0.3938,55519,17,0.016,100.0
133,StdMoE-B,0,0.2192,0.4289,257,15,0.571,94.9
141,StdMoE-B,0,0.2935,0.4842,6953,29,1.180,99.8
218,StdMoE-B,0,0.1213,0.3445,357,9,0.971,98.6
251,StdMoE-B,0,0.7455,0.2442,1,1,-0.000,100.0
33,StdMoE-B,0,0.2707,0.3951,60822,433,0.698,94.1
136,StdMoE-B,0,0.7155,0.2105,3,2,0.637,100.0
177,StdMoE-B,0,0.7063,0.2105,6,3,0.868,66.7
118,StdMoE-B,0,0.3438,0.4371,1095,15,0.753,99.3
49,StdMoE-B,0,0.0995,0.3914,5766,213,4.109,43.3
185,StdMoE-B,0,0.7557,0.2213,13,10,2.205,23.1
151,StdMoE-B,0,0.2033,0.3480,4194,430,5.209,10.0
78,StdMoE-B,0,0.7375,0.2220,33,13,2.157,57.6
247,StdMoE-B,0,0.1988,0.3352,4591,530,5.332,14.3
212,StdMoE-B,0,0.2201,0.3539,5696,268,4.715,34.4
225,StdMoE-B,0,0.5238,0.2733,1296,661,6.089,23.3
178,StdMoE-B,0,0.2806,0.3166,3161,790,5.792,11.9
156,StdMoE-B,0,0.7118,0.2167,5,4,1.332,100.0
20,StdMoE-B,0,0.7713,0.2061,9,6,1.677,33.3
221,StdMoE-B,0,0.7302,0.2134,9,7,1.831,33.3
113,StdMoE-B,0,0.7635,0.2134,7,6,1.748,100.0
243,StdMoE-B,0,0.7187,0.2283,18,14,2.505,22.2
193,StdMoE-B,0,0.0399,0.3011,231,19,1.194,91.3
226,StdMoE-B,0,0.1222,0.2626,216,7,0.220,97.7
129,StdMoE-B,0,0.2241,0.3115,5798,1185,6.303,9.6
138,StdMoE-B,0,0.0936,0.3140,184,34,2.394,83.7
155,StdMoE-B,0,0.0862,0.3172,216,50,2.912,79.2
187,StdMoE-B,0,0.3386,0.3774,1285,187,4.437,65.8
149,StdMoE-B,0,0.3456,0.2935,3024,660,5.854,15.1
112,StdMoE-B,0,0.4041,0.3471,749,218,4.546,65.4
162,StdMoE-B,0,0.0531,0.3258,140,12,1.196,91.4
65,StdMoE-B,0,0.0846,0.3485,74,19,2.375,81.1
248,StdMoE-B,0,0.1271,0.3943,2345,207,4.265,42.5
199,StdMoE-B,0,0.2258,0.3503,129,18,1.336,86.8
37,StdMoE-B,0,0.1422,0.3901,7605,143,2.377,75.9
196,StdMoE-B,0,0.7340,0.2221,11,7,1.666,45.5
104,StdMoE-B,0,0.4083,0.3075,10920,3485,7.588,3.3
130,StdMoE-B,0,0.7384,0.2149,35,16,1.917,54.3
230,StdMoE-B,0,0.7346,0.2390,5,5,1.609,100.0
228,StdMoE-B,0,0.2625,0.2808,1312,711,6.289,19.3
56,StdMoE-B,0,0.7296,0.2326,8,2,0.377,87.5
17,StdMoE-B,0,0.7338,0.2199,2,2,0.693,100.0
255,StdMoE-B,0,0.2427,0.3096,5157,787,5.773,6.5
105,StdMoE-B,0,0.2844,0.4298,1386,12,0.302,99.4
82,StdMoE-B,0,0.0711,0.3603,521,21,1.491,97.1
238,StdMoE-B,0,0.2042,0.3273,231,43,2.904,85.3
180,StdMoE-B,0,0.2054,0.5591,11810,501,4.832,14.4
15,StdMoE-B,0,0.1183,0.3470,247,44,2.343,83.4
85,StdMoE-B,0,0.2481,0.4392,14059,40,2.452,99.9
223,StdMoE-B,0,0.1921,0.4021,12276,13,0.783,100.0
145,StdMoE-B,0,0.2711,0.3199,3174,427,5.188,11.4
71,StdMoE-B,0,0.7003,0.2095,1,1,-0.000,100.0
175,StdMoE-B,0,0.7327,0.2477,3,3,1.099,100.0
121,StdMoE-B,0,0.4728,0.2867,2269,368,4.256,22.7
170,StdMoE-B,0,0.5805,0.2359,18,9,2.029,44.4
250,StdMoE-B,0,0.1634,0.4281,5929,46,2.282,99.8
139,StdMoE-B,0,0.2852,0.4613,4773,8,0.100,99.9
44,StdMoE-B,0,0.7304,0.2059,4,2,0.562,75.0
158,StdMoE-B,0,0.0555,0.3498,156,8,0.582,94.9
19,StdMoE-B,0,0.5411,0.2877,2176,705,5.813,23.2
70,StdMoE-B,0,0.0917,0.3218,5031,370,4.987,12.3
55,StdMoE-B,0,0.4393,0.2416,10087,2667,7.213,3.2
92,StdMoE-B,0,0.2701,0.4007,1031,22,1.457,98.9
96,StdMoE-B,0,0.0723,0.3762,162,31,2.251,85.8
42,StdMoE-B,0,0.2120,0.2978,945,186,3.902,48.4
95,StdMoE-B,0,0.5897,0.2935,2528,921,6.245,14.9
165,StdMoE-B,0,0.7297,0.2091,6,5,1.561,100.0
119,StdMoE-B,0,0.4689,0.2526,6943,2159,7.049,4.3
211,StdMoE-B,0,0.1001,0.3842,461,14,0.334,97.6
204,StdMoE-B,0,0.0641,0.3352,373,58,3.084,87.7
26,StdMoE-B,0,0.2291,0.3488,2722,292,4.649,50.6
234,StdMoE-B,0,0.7294,0.2273,7,6,1.748,100.0
244,StdMoE-B,0,0.1669,0.3895,441,24,1.045,96.1
76,StdMoE-B,0,0.1594,0.2960,30,8,1.248,76.7
60,StdMoE-B,0,0.4081,0.3366,193,50,3.149,78.8
172,StdMoE-B,0,0.3558,0.3528,4632,1335,6.528,7.4
208,StdMoE-B,0,0.2928,0.2783,407,103,3.868,77.6
18,StdMoE-B,0,0.7411,0.2154,39,23,2.948,33.3
183,StdMoE-B,0,0.3957,0.4515,12773,23,1.691,99.9
50,StdMoE-B,0,0.3182,0.2971,8861,1891,6.844,7.5
150,StdMoE-B,0,0.7291,0.2166,86,33,3.069,66.3
94,StdMoE-B,0,0.0780,0.3317,4114,118,2.939,93.2
161,StdMoE-B,0,0.6774,0.2451,30,14,1.937,60.0
163,StdMoE-B,0,0.3498,0.4372,7793,16,0.469,99.9
77,StdMoE-B,0,0.7037,0.2317,27,17,2.673,48.1
144,StdMoE-B,0,0.3522,0.4570,6632,18,1.333,99.9
21,StdMoE-B,0,0.0464,0.3178,325,21,1.491,94.2
99,StdMoE-B,0,0.7208,0.2059,5,5,1.609,100.0
32,StdMoE-B,0,0.0533,0.3512,1878,483,5.088,25.4
140,StdMoE-B,0,0.1766,0.3039,470,108,3.691,81.5
120,StdMoE-B,0,0.3029,0.2935,9005,1351,6.412,7.2
189,StdMoE-B,0,0.2754,0.3231,2481,372,4.968,40.5
12,StdMoE-B,0,0.1579,0.3661,10067,918,5.846,11.2
69,StdMoE-B,0,0.0688,0.3189,63,9,0.864,85.7
232,StdMoE-B,0,0.0714,0.3233,116,13,0.908,87.1
90,StdMoE-B,0,0.7298,0.2183,2,2,0.693,100.0
93,StdMoE-B,0,0.1319,0.2936,549,73,2.842,90.2
25,StdMoE-B,0,0.0624,0.3386,74,11,1.290,85.1
100,StdMoE-B,0,0.2903,0.3929,1334,90,3.320,96.0
236,StdMoE-B,0,0.7498,0.2285,28,16,2.512,39.3
246,StdMoE-B,0,0.3995,0.5492,3771,667,5.756,15.9
88,StdMoE-B,0,0.7178,0.2245,97,39,3.059,68.0
198,StdMoE-B,0,0.7424,0.2110,4,4,1.386,100.0
235,StdMoE-B,0,0.1673,0.3442,2699,189,4.111,70.1
40,StdMoE-B,0,0.1169,0.4441,4108,44,2.421,99.4
220,StdMoE-B,0,0.3207,0.3168,1471,184,4.177,76.1
89,StdMoE-B,0,0.0759,0.3375,126,6,0.999,98.4
239,StdMoE-B,0,0.5471,0.2560,3288,1085,6.262,9.6
181,StdMoE-B,0,0.0825,0.3177,9757,10,0.400,99.9
41,StdMoE-B,0,0.0746,0.3321,308,13,0.311,96.1
209,StdMoE-B,0,0.4337,0.3675,34034,172,0.496,2.0
197,StdMoE-B,0,0.1362,0.3284,1834,260,4.748,59.4
1,StdMoE-B,0,0.0880,0.3042,30,13,2.163,60.0
210,StdMoE-B,0,0.1523,0.4690,13104,25,1.219,99.9
73,StdMoE-B,0,0.3974,0.2343,11968,4086,7.799,2.9
153,StdMoE-B,0,0.3493,0.4431,7177,12,0.216,99.9
117,StdMoE-B,0,0.0435,0.3005,51,4,0.356,92.2
58,StdMoE-B,0,0.0878,0.3307,99,7,0.675,94.9
110,StdMoE-B,0,0.1199,0.3350,928,102,3.518,92.1
242,StdMoE-B,0,0.7242,0.2014,16,12,2.393,18.8
182,StdMoE-B,0,0.5108,0.2699,10923,3417,7.524,3.8
169,StdMoE-B,0,0.1167,0.3493,306,10,0.295,97.4
186,StdMoE-B,0,0.2234,0.4133,3129,26,0.213,99.5
52,StdMoE-B,0,0.7477,0.2184,28,11,1.866,64.3
146,StdMoE-B,0,0.2800,0.2784,2203,145,3.870,80.0
253,StdMoE-B,0,0.7325,0.2139,17,11,2.166,47.1
157,StdMoE-B,0,0.1198,0.3304,566,50,2.659,93.5
132,StdMoE-B,0,0.6979,0.2346,1,1,-0.000,100.0
61,StdMoE-B,0,0.7226,0.2151,13,7,1.733,38.5
57,StdMoE-B,0,0.4085,0.2815,2300,800,6.182,10.3
24,StdMoE-B,0,0.2331,0.3437,3122,146,2.685,44.5
7,StdMoE-B,0,0.2886,0.2807,7606,1798,6.659,5.5
9,StdMoE-B,0,0.7312,0.2308,5,4,1.332,100.0
111,StdMoE-B,0,0.3652,0.3112,19692,1428,2.121,1.2
154,StdMoE-B,0,0.0978,0.3608,334,12,1.209,98.2
23,StdMoE-B,0,0.3932,0.4371,2958,264,4.617,27.0
142,StdMoE-B,0,0.4047,0.0000,3968,303,4.734,8.5
231,StdMoE-B,0,0.1287,0.2920,2746,203,4.050,71.5
252,StdMoE-B,0,0.8363,0.2537,616,336,5.340,44.8
176,StdMoE-B,0,0.7484,0.2158,11,9,2.146,100.0
27,StdMoE-B,0,0.5453,0.2623,489,75,2.695,87.3
191,StdMoE-B,0,0.0503,0.3312,433,37,1.406,93.3
36,StdMoE-B,0,0.0866,0.3769,950,11,0.107,99.1
59,StdMoE-B,0,0.7256,0.1966,4,4,1.386,100.0
64,StdMoE-B,0,0.7479,0.2161,4,4,1.386,100.0
72,StdMoE-B,0,0.0535,0.3351,283,28,2.177,94.0
192,StdMoE-B,0,0.1376,0.2531,174,19,1.031,92.0
6,StdMoE-B,0,0.7451,0.2178,3,3,1.099,100.0
29,StdMoE-B,0,0.0722,0.3014,11,4,1.034,63.6
166,StdMoE-B,0,0.1979,0.3203,5679,1147,6.189,12.2
