original_expert_id,model,layer,IC,EP,total_tokens_routed,unique_tokens_routed,vocab_entropy,top50_mass_pct
172,StdMoE-B,1,0.1012,0.3562,3621,123,2.923,83.2
235,StdMoE-B,1,0.2875,0.3786,1588,141,2.964,90.7
25,StdMoE-B,1,0.4586,0.2632,2424,720,5.773,15.3
53,StdMoE-B,1,0.3276,0.4027,4485,28,0.732,99.6
188,StdMoE-B,1,0.3516,0.2814,2547,1001,6.296,16.1
77,StdMoE-B,1,0.1095,0.3961,3488,5,0.013,99.9
13,StdMoE-B,1,0.0702,0.2808,3227,1144,6.416,12.6
143,StdMoE-B,1,0.1862,0.3930,1401,58,3.001,97.8
190,StdMoE-B,1,0.3567,0.4005,4892,946,6.052,13.5
196,StdMoE-B,1,0.2995,0.3253,38762,491,0.516,0.6
161,StdMoE-B,1,0.0890,0.3380,2028,445,5.382,14.7
57,StdMoE-B,1,0.1804,0.3108,2132,74,2.252,98.2
205,StdMoE-B,1,0.1266,0.3900,2481,147,3.482,83.0
240,StdMoE-B,1,0.1138,0.3551,2317,17,0.828,99.5
185,StdMoE-B,1,0.1686,0.3009,2144,8,0.083,99.8
206,StdMoE-B,1,0.6673,0.0000,3358,490,5.380,11.1
74,StdMoE-B,1,0.1344,0.3965,1311,24,0.792,98.5
231,StdMoE-B,1,0.2012,0.3074,1980,29,1.067,99.1
80,StdMoE-B,1,0.3514,0.2346,3974,8,0.057,99.8
88,StdMoE-B,1,0.2375,0.3545,4173,793,5.946,10.1
65,StdMoE-B,1,0.1242,0.3651,3075,261,3.987,37.0
150,StdMoE-B,1,0.0782,0.3819,1860,91,2.440,96.3
223,StdMoE-B,1,0.6128,0.5546,1783,338,5.298,15.9
105,StdMoE-B,1,0.1880,0.3779,3825,577,5.047,10.2
3,StdMoE-B,1,0.1535,0.3547,1611,560,5.784,19.9
189,StdMoE-B,1,0.1379,0.4191,3313,30,0.685,99.4
103,StdMoE-B,1,0.3546,0.3122,2574,325,4.944,11.5
64,StdMoE-B,1,0.2765,0.4149,2854,271,4.640,24.0
58,StdMoE-B,1,0.2854,0.2851,3907,1272,6.501,8.5
7,StdMoE-B,1,0.1143,0.4140,2945,13,0.049,99.6
97,StdMoE-B,1,0.1026,0.3113,4100,641,5.414,8.0
93,StdMoE-B,1,0.1248,0.4141,2912,6,0.494,99.9
49,StdMoE-B,1,0.1611,0.2965,3702,47,2.106,99.2
142,StdMoE-B,1,0.0678,0.3186,3583,918,6.002,10.5
104,StdMoE-B,1,0.4431,0.2843,2137,926,6.464,10.2
237,StdMoE-B,1,0.3831,0.4325,2028,277,4.576,20.0
28,StdMoE-B,1,0.1536,0.2925,1751,95,2.543,96.5
38,StdMoE-B,1,0.3440,0.2687,2798,1343,6.773,11.4
184,StdMoE-B,1,0.3392,0.3205,2439,849,6.284,10.8
85,StdMoE-B,1,0.1316,0.4152,12362,138,0.918,98.5
109,StdMoE-B,1,0.2105,0.3354,2645,585,5.433,14.0
180,StdMoE-B,1,0.1392,0.3866,2557,10,0.272,99.8
90,StdMoE-B,1,0.4058,0.2514,3317,35,0.954,99.5
122,StdMoE-B,1,0.2430,0.3359,2405,754,6.019,8.9
228,StdMoE-B,1,0.3217,0.3890,2427,150,2.579,88.4
130,StdMoE-B,1,0.2347,0.3223,2285,545,5.680,17.3
247,StdMoE-B,1,0.2684,0.5010,1143,104,3.452,93.5
128,StdMoE-B,1,0.1523,0.4097,3320,11,0.156,99.7
6,StdMoE-B,1,0.3431,0.3070,2530,873,6.230,14.9
44,StdMoE-B,1,0.2618,0.3542,2081,423,5.385,31.4
50,StdMoE-B,1,0.2010,0.3837,1383,184,4.269,64.4
233,StdMoE-B,1,0.1401,0.3725,1531,31,0.761,98.4
102,StdMoE-B,1,0.1422,0.3957,1485,54,2.400,97.2
181,StdMoE-B,1,0.3251,0.3964,3727,16,0.420,99.8
198,StdMoE-B,1,0.1373,0.3024,1965,74,2.446,98.0
164,StdMoE-B,1,0.3121,0.3688,1586,256,4.523,55.5
33,StdMoE-B,1,0.1574,0.4052,4784,22,0.425,99.7
123,StdMoE-B,1,0.3063,0.3255,3641,1153,6.516,9.0
254,StdMoE-B,1,0.2769,0.4213,1816,525,5.638,15.5
125,StdMoE-B,1,0.1523,0.3950,2125,454,5.628,12.6
132,StdMoE-B,1,0.1551,0.4009,1529,95,3.312,95.8
187,StdMoE-B,1,0.1133,0.3989,1496,40,2.519,98.9
51,StdMoE-B,1,0.0985,0.2933,6684,103,1.573,99.0
138,StdMoE-B,1,0.4276,0.3213,1734,524,5.660,30.4
119,StdMoE-B,1,0.2222,0.2825,3456,3,0.035,100.0
208,StdMoE-B,1,0.1120,0.3718,2687,352,3.418,13.1
52,StdMoE-B,1,0.1738,0.3892,1041,18,0.419,98.6
23,StdMoE-B,1,0.4715,0.3741,3910,713,5.734,12.8
8,StdMoE-B,1,0.1822,0.3522,1981,245,4.425,62.9
242,StdMoE-B,1,0.0954,0.3020,3252,344,5.022,30.1
98,StdMoE-B,1,0.1672,0.5109,1076,60,3.313,97.4
87,StdMoE-B,1,0.1694,0.3725,3649,35,1.164,99.3
243,StdMoE-B,1,0.4001,0.2741,3737,1437,6.761,6.4
66,StdMoE-B,1,0.1103,0.3543,1069,41,1.654,97.4
241,StdMoE-B,1,0.0638,0.3060,1956,749,6.188,18.3
136,StdMoE-B,1,0.3056,0.3361,1945,478,5.455,12.5
30,StdMoE-B,1,0.1146,0.3366,2716,1060,6.481,11.2
86,StdMoE-B,1,0.4239,0.3329,3707,1034,6.346,10.9
239,StdMoE-B,1,0.3749,0.3502,1609,306,4.658,39.0
157,StdMoE-B,1,0.0746,0.3453,3322,28,1.277,99.4
222,StdMoE-B,1,0.1672,0.3649,2637,599,5.741,10.0
192,StdMoE-B,1,0.2402,0.5412,1160,45,2.673,98.2
0,StdMoE-B,1,0.2234,0.3796,2587,441,5.255,19.0
37,StdMoE-B,1,0.1278,0.4159,1452,24,0.965,98.8
9,StdMoE-B,1,0.1497,0.3883,3695,10,0.329,99.8
113,StdMoE-B,1,0.5904,0.3475,1831,488,5.269,36.0
108,StdMoE-B,1,0.4298,0.4257,1213,166,3.875,75.1
137,StdMoE-B,1,0.2601,0.4081,3804,399,4.901,48.3
224,StdMoE-B,1,0.1221,0.3202,2694,723,6.006,10.6
78,StdMoE-B,1,0.4287,0.3600,2117,656,5.797,10.4
146,StdMoE-B,1,0.2824,0.3263,2482,511,5.569,11.1
220,StdMoE-B,1,0.1839,0.3675,1633,379,4.890,26.8
22,StdMoE-B,1,0.1692,0.3990,4509,53,2.231,99.5
176,StdMoE-B,1,0.2779,0.4173,3626,717,5.813,16.9
91,StdMoE-B,1,0.1731,0.3336,4545,1177,6.339,6.4
21,StdMoE-B,1,0.1682,0.3983,3831,55,2.055,99.1
168,StdMoE-B,1,0.1416,0.3328,4394,124,2.792,97.0
106,StdMoE-B,1,0.1409,0.3965,3562,31,0.325,99.2
121,StdMoE-B,1,0.2928,0.4161,24916,35,0.550,99.9
10,StdMoE-B,1,0.1698,0.3528,1943,615,5.864,17.1
229,StdMoE-B,1,0.1040,0.4058,3216,27,0.759,99.6
92,StdMoE-B,1,0.4259,0.2711,2912,4,0.302,99.9
215,StdMoE-B,1,0.2855,0.3569,2534,114,2.480,96.6
76,StdMoE-B,1,0.3843,0.4230,1408,351,5.061,42.5
29,StdMoE-B,1,0.2569,0.0000,2091,119,3.666,94.5
141,StdMoE-B,1,0.0883,0.3529,1164,51,2.013,96.7
18,StdMoE-B,1,0.2057,0.3552,1219,14,0.124,98.7
154,StdMoE-B,1,0.2992,0.3732,1059,149,3.702,85.3
201,StdMoE-B,1,0.4108,0.3659,3413,388,4.849,20.3
248,StdMoE-B,1,0.2883,0.3229,3993,691,4.017,10.7
68,StdMoE-B,1,0.1502,0.3002,2784,1039,6.420,8.3
151,StdMoE-B,1,0.1659,0.4015,2434,23,1.340,99.5
204,StdMoE-B,1,0.0840,0.2811,3236,806,5.881,18.7
81,StdMoE-B,1,0.2540,0.4029,50171,101,0.112,99.8
20,StdMoE-B,1,0.2658,0.3115,1483,12,0.270,99.3
214,StdMoE-B,1,0.3276,0.3917,3788,16,0.461,99.8
199,StdMoE-B,1,0.1436,0.4012,2552,13,0.129,99.7
112,StdMoE-B,1,0.1380,0.2858,2453,834,6.201,11.2
179,StdMoE-B,1,0.0713,0.3596,3617,1022,6.320,9.0
170,StdMoE-B,1,0.1449,0.3404,3428,1084,6.333,7.3
135,StdMoE-B,1,0.0941,0.3473,2595,864,6.100,16.9
183,StdMoE-B,1,0.3366,0.3472,3024,927,6.358,10.6
84,StdMoE-B,1,0.0766,0.3372,3295,930,6.213,14.4
165,StdMoE-B,1,0.2781,0.3430,2914,225,4.306,48.1
117,StdMoE-B,1,0.1287,0.4135,3389,38,1.472,99.4
194,StdMoE-B,1,0.1393,0.3821,4489,118,2.903,95.3
219,StdMoE-B,1,0.2944,0.3408,2632,510,5.270,39.2
200,StdMoE-B,1,0.4342,0.3426,3089,690,5.756,13.0
173,StdMoE-B,1,0.4344,0.3071,2704,784,6.134,12.5
166,StdMoE-B,1,0.1916,0.3233,4000,18,0.142,99.7
167,StdMoE-B,1,0.3433,0.2749,3993,6,0.065,99.9
149,StdMoE-B,1,0.3799,0.3122,2509,896,6.299,12.0
26,StdMoE-B,1,0.2989,0.3392,3154,826,6.069,13.1
234,StdMoE-B,1,0.3368,0.4528,2838,941,6.212,15.9
133,StdMoE-B,1,0.2294,0.3587,1657,477,5.550,23.9
255,StdMoE-B,1,0.1527,0.3871,3841,23,1.208,99.8
70,StdMoE-B,1,0.2670,0.3136,1875,289,4.677,39.3
75,StdMoE-B,1,0.0866,0.2954,3183,999,6.249,12.3
42,StdMoE-B,1,0.1013,0.2654,2251,1009,6.473,10.9
250,StdMoE-B,1,0.1145,0.3974,2291,52,0.739,98.1
47,StdMoE-B,1,0.1231,0.3477,1974,379,5.097,25.9
15,StdMoE-B,1,0.0973,0.3125,1381,424,5.578,19.8
148,StdMoE-B,1,0.2042,0.4109,2520,19,0.139,99.3
12,StdMoE-B,1,0.2389,0.3838,3456,239,4.178,47.9
16,StdMoE-B,1,0.3095,0.3286,1274,344,5.008,33.1
221,StdMoE-B,1,0.2103,0.4179,2373,63,2.239,98.5
46,StdMoE-B,1,0.3690,0.2824,3069,887,6.138,11.8
236,StdMoE-B,1,0.1089,0.4102,2522,53,1.544,98.5
69,StdMoE-B,1,0.3273,0.3145,3330,176,3.306,74.3
129,StdMoE-B,1,0.2366,0.3183,2660,765,6.128,12.5
152,StdMoE-B,1,0.2931,0.3010,1517,452,5.536,28.7
99,StdMoE-B,1,0.1492,0.2850,2778,20,0.840,99.5
197,StdMoE-B,1,0.1548,0.3415,2525,309,4.068,53.7
32,StdMoE-B,1,0.2078,0.4061,940,15,0.362,98.5
126,StdMoE-B,1,0.2038,0.3616,3946,87,2.990,98.8
213,StdMoE-B,1,0.1158,0.3824,2914,33,1.810,99.4
238,StdMoE-B,1,0.2907,0.2699,2189,892,6.284,16.4
41,StdMoE-B,1,0.2603,0.2793,2781,1072,6.511,10.1
244,StdMoE-B,1,0.4940,0.3737,1603,322,4.998,15.5
39,StdMoE-B,1,0.4805,0.3469,1443,459,5.340,23.7
96,StdMoE-B,1,0.1086,0.3750,3482,235,3.943,48.2
31,StdMoE-B,1,0.1662,0.4249,3134,7,0.149,99.8
209,StdMoE-B,1,0.2273,0.3197,1538,772,6.377,14.6
27,StdMoE-B,1,0.0813,0.3339,2452,24,0.868,99.4
217,StdMoE-B,1,0.2606,0.4240,2275,735,5.920,22.9
14,StdMoE-B,1,0.4575,0.4674,2019,317,4.881,38.6
45,StdMoE-B,1,0.1967,0.3084,1076,447,5.655,28.4
100,StdMoE-B,1,0.0901,0.2967,1248,754,6.346,19.2
111,StdMoE-B,1,0.2349,0.3483,2233,1016,6.562,9.4
193,StdMoE-B,1,0.4001,0.2780,2954,830,6.094,8.0
226,StdMoE-B,1,0.1699,0.3912,3295,63,2.383,99.2
140,StdMoE-B,1,0.2199,0.4003,56101,70,0.086,99.9
218,StdMoE-B,1,0.4029,0.0000,2324,360,4.787,43.4
159,StdMoE-B,1,0.1441,0.3625,659,73,3.148,92.7
95,StdMoE-B,1,0.3084,0.3001,2796,834,6.176,12.7
147,StdMoE-B,1,0.1446,0.3775,2176,8,0.044,99.8
110,StdMoE-B,1,0.6673,0.1977,922,329,4.632,41.2
131,StdMoE-B,1,0.1296,0.2925,2555,593,5.636,18.7
4,StdMoE-B,1,0.1028,0.3582,1695,27,1.984,99.1
155,StdMoE-B,1,0.1214,0.3281,1739,212,4.540,55.2
127,StdMoE-B,1,0.2986,0.3661,3237,115,2.165,97.3
153,StdMoE-B,1,0.3419,0.3568,2340,514,5.378,26.6
116,StdMoE-B,1,0.2034,0.3128,826,40,1.903,96.1
24,StdMoE-B,1,0.4029,0.2749,3927,540,5.293,17.8
202,StdMoE-B,1,0.1098,0.3190,3322,914,6.172,11.9
253,StdMoE-B,1,0.2885,0.3290,3381,948,6.262,10.6
171,StdMoE-B,1,0.1361,0.3798,3701,71,2.465,98.7
94,StdMoE-B,1,0.1951,0.3514,1467,18,0.750,98.8
118,StdMoE-B,1,0.2223,0.3285,2106,135,3.503,81.7
245,StdMoE-B,1,0.1000,0.3537,3298,28,1.615,99.5
36,StdMoE-B,1,0.1772,0.3466,3817,8,0.045,99.9
195,StdMoE-B,1,0.2422,0.3225,2059,511,5.583,17.5
178,StdMoE-B,1,0.1434,0.4132,2692,82,1.837,97.9
73,StdMoE-B,1,0.1574,0.4109,1048,69,2.456,95.0
19,StdMoE-B,1,0.4684,0.2554,3477,1333,6.742,7.8
