original_expert_id,model,layer,IC,EP,total_tokens_routed,unique_tokens_routed,vocab_entropy,top50_mass_pct
180,StdMoE-B,2,0.3180,0.3652,2224,1144,6.707,10.5
201,StdMoE-B,2,0.3021,0.2964,1624,103,2.943,95.7
170,StdMoE-B,2,0.5684,0.2722,4111,24,0.660,99.7
156,StdMoE-B,2,0.3468,0.3368,2602,108,2.054,96.7
67,StdMoE-B,2,0.3258,0.2631,2898,546,4.743,33.4
140,StdMoE-B,2,0.2944,0.2605,1973,930,6.446,9.5
48,StdMoE-B,2,0.3475,0.2747,2725,242,3.665,52.8
46,StdMoE-B,2,0.3213,0.3839,1200,71,1.997,96.0
199,StdMoE-B,2,0.2203,0.3707,14921,100,0.548,99.5
200,StdMoE-B,2,0.2523,0.4049,2386,972,6.403,13.0
194,StdMoE-B,2,0.2460,0.3200,1569,600,5.887,25.0
62,StdMoE-B,2,0.3224,0.3928,2425,151,3.267,87.1
209,StdMoE-B,2,0.2354,0.4136,2838,898,6.143,14.5
187,StdMoE-B,2,0.1249,0.3642,3290,1106,6.456,9.2
5,StdMoE-B,2,0.1929,0.3961,2533,315,4.480,48.0
229,StdMoE-B,2,0.4806,0.2460,3383,29,0.411,99.2
118,StdMoE-B,2,0.0948,0.3155,3889,1022,6.142,11.1
35,StdMoE-B,2,0.1075,0.4021,2116,191,3.900,60.1
113,StdMoE-B,2,0.3000,0.4199,2691,790,6.072,17.4
37,StdMoE-B,2,0.1602,0.4134,2331,787,6.051,12.8
250,StdMoE-B,2,0.1195,0.4005,1322,18,0.357,98.8
136,StdMoE-B,2,0.1898,0.4253,2918,981,6.300,10.0
173,StdMoE-B,2,0.0700,0.3220,2827,1192,6.598,9.8
142,StdMoE-B,2,0.3107,0.2660,2435,328,4.812,24.9
69,StdMoE-B,2,0.3763,0.3845,3545,19,0.558,99.7
15,StdMoE-B,2,0.0761,0.2919,1602,257,4.588,62.2
57,StdMoE-B,2,0.0868,0.3672,975,34,0.972,97.1
242,StdMoE-B,2,0.3091,0.3696,2498,319,3.977,21.3
11,StdMoE-B,2,0.1803,0.3183,1574,554,5.772,23.3
231,StdMoE-B,2,0.2213,0.3393,3269,564,4.798,28.0
28,StdMoE-B,2,0.1295,0.3837,3145,128,2.938,96.8
85,StdMoE-B,2,0.3159,0.2826,3098,46,0.979,99.0
76,StdMoE-B,2,0.1827,0.3714,5496,918,4.312,13.8
219,StdMoE-B,2,0.3103,0.4522,3254,1091,6.403,8.9
18,StdMoE-B,2,0.1461,0.3240,3304,981,6.170,7.7
217,StdMoE-B,2,0.2235,0.3022,2499,1185,6.704,9.5
223,StdMoE-B,2,0.1485,0.3364,2581,141,3.150,91.2
218,StdMoE-B,2,0.5711,0.2547,1191,47,1.008,96.8
78,StdMoE-B,2,0.1451,0.3572,2949,831,5.974,12.1
93,StdMoE-B,2,0.1948,0.3697,3769,827,5.823,11.6
19,StdMoE-B,2,0.3698,0.3892,4238,33,0.514,99.5
106,StdMoE-B,2,0.1149,0.3973,1009,20,0.816,98.8
88,StdMoE-B,2,0.0686,0.3606,1515,148,3.823,83.7
128,StdMoE-B,2,0.1666,0.4393,3892,118,2.633,96.2
193,StdMoE-B,2,0.1596,0.4043,2885,23,0.378,99.3
240,StdMoE-B,2,0.1445,0.4022,1215,395,5.397,22.7
210,StdMoE-B,2,0.1970,0.3164,705,40,2.254,96.0
82,StdMoE-B,2,0.1245,0.2872,8147,284,1.473,8.5
160,StdMoE-B,2,0.3704,0.3357,2968,81,2.066,97.7
41,StdMoE-B,2,0.3407,0.3949,4325,32,0.693,99.5
27,StdMoE-B,2,0.2539,0.4081,4252,933,4.523,9.2
4,StdMoE-B,2,0.2289,0.3242,1400,640,6.163,17.5
182,StdMoE-B,2,0.2867,0.4084,2770,133,2.122,95.8
244,StdMoE-B,2,0.3766,0.5403,2403,117,3.500,80.6
232,StdMoE-B,2,0.2264,0.4228,3185,1214,6.589,11.8
7,StdMoE-B,2,0.2884,0.2888,2747,13,0.367,99.6
80,StdMoE-B,2,0.1402,0.4194,3129,1065,6.423,8.6
63,StdMoE-B,2,0.1504,0.4100,1234,150,3.679,84.4
117,StdMoE-B,2,0.0948,0.3497,2055,577,5.728,17.7
47,StdMoE-B,2,0.1794,0.4399,4194,902,5.401,6.0
29,StdMoE-B,2,0.1554,0.3950,1403,51,1.545,97.9
227,StdMoE-B,2,0.2571,0.3611,2255,764,5.934,23.8
174,StdMoE-B,2,0.3771,0.3725,1356,83,2.398,95.6
162,StdMoE-B,2,0.2628,0.2930,2574,95,2.353,97.5
129,StdMoE-B,2,0.1203,0.3635,1401,32,1.052,98.4
